,figurative,include,start_localtime,network,spoken_by,text,URL,program_name
41,True,True,2016-01-06 23:00:00,CSPAN,Rod Blum (R-Iowa; 1st District)," <b>relevant</b> <b>actors.</b> <em>regulatory</em> <b>agencies,</b> <b>regulated</b> entities, the president, the congress and others to identify and cut the regulations that can and should be cut. on their own, regulators have little incentive to shine a spotlight on their errors or on regulations that are no longer needed. regulated entities meanwhile may fear retaliation by regulators if they suggest ways to trim the regulators' authorities. and the sheer volume of the code of federal regulations, which now contains roughly 175,000 pages of regulations, presents a daunting task for any congress or president to address. the scrub act represents a real step forward in our attempts to eliminate obsolete and unnecessary, burdensome federal regulations without compromising needed regulatory objectives. by establishing an expert commission with the resources and authority to assess independently where and how regulations are outdated and unnecessarily burdensome, it overcomes the disincentives for agencies and even regulated entities to identify problem regulations. in addition, by providing a legislative method to immedi",https://archive.org/details/CSPAN_20160106_230000_U.S._House_of_Representatives_Legislative_Business,U.S. House of Representatives Legislative Business
42,False,False,2016-02-10 14:00:00,FBC,," night which is reached down to a lower court <b>where</b> <b>the</b> <em>epa</em> <b>is</b> <b>litigating</b> against states in lower court, the case is not in the supreme court, say to the lower court, you shall stop the enforcement of this regulation, this set of rules until after you decide if the rules are constitutional. the normal route is, epa issues rules. the rules are enforced. people challenge them. they are enforced during the time period of the challenge. the time period of the challenge could take six months or six years. in this case, and i'll tell you why in a minute, the supreme court, after the lower court refused to stop the epa, ordered the lower court to stop the epa, why? because last year, the supreme court stopped the epa from enforces some rules that didn't involve coal as this does because the supreme court held that congress never authorized it to do what it did. between the time it issued the rules and the time the supreme court ruled the epa had charged the businesses it regulated for enforcing the rules against those businesses in excess of $10 billion. charles: wow. >> on rules that th",https://archive.org/details/FBC_20160210_140000_Varney__Company,Varney  Company
43,False,False,2016-12-14 01:00:00,CNNW,,"<b></b> <em>epa</em>. <b>conflicts</b> <b>of</b> interest. energy policy. russia, hacking. all of it comes together here. so i could -- >> why would republicans do that though is this. >> not many of them. but you only need a few like mccain and other thoughtful people to make this about policy when we have a president elect who's not being forth coming and sends out kellyanne and his propagandaists every day and we don't know what the hell is going on. >> donald trump is probably going to get most if not all of his nominees. my guess is that pruitt is probably the superficial lamb because maybe two or three moderates. but i think for democrats it is also about talking to the base and preparing for the election in 2018 and beyond. which i think most democratic senators want to say we're not going to let these people pass unchallenged. >> lot more talk to taub about. club donald trump's pick for energy secretary. known for its perfect storm of tiny bubbles, it has long been called the champagne of beers. ♪ if you've got the time welcome to the high life. ♪ we've got the beer ♪ miller beer documents to refinanc",https://archive.org/details/CNNW_20161214_010000_Anderson_Cooper_360,Anderson Cooper 360
44,True,False,2016-03-15 20:00:00,WJW,," hopes that she can win in several states and <b>put</b> <b>a</b> <em>stranglehold</em> <b>on</b> <b>the</b> nomination, in ohio she has to bebe aware of the michigan surprise, she was away at the gas bernie sanders, but he won michigan, in, remarks they will campaign in north carolina seem to be looking past sanders, at the same time she drew a sharp contrast between the democratic race in the republican sidee. >> honestly i will continue the number of delegates that support me . he has a right to his campaign any way he chooses and we are focused on issues . it has been about time that insults goals but we have different ways to fix the problems.g >> sheela michigan by 17 points in polls released just two days before the primary that's the same margin here and you sanders one michigan by a razor thin margin .ou because of his opposition to trade deals . we are an open primary lake michigan that's way you can vote either republican or democratic ballot, depending on how the vote of the electorate might be differento than the poll sampling . ted cruz a marco rubio do not focus their campaigns on ohio both . >> of ameri",https://archive.org/details/WJW_20160315_200000_Fox_8_News_at_4PM,Fox 8 News at 4PM
45,False,False,2016-11-05 13:30:00,CSPAN2,," changes in the property. it has to be <b>from</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em> <b>and</b> <b>the</b> u.s. army corps of engineers resulting often an extremely huge expenses and lengthy delays but it isn't the use of property alone. it's starting and running a business and so much more all of which tim sandefur covers in the book. we will discuss the issue in some detail both pro and con and i will introduce each before they speak. we love comments from the other guests and then a brief comments before we open up to you in the audience at the conference center. the vice president for litigation at the institute in phoenix arizona and as i write in the new book, his fourth magnificent plus countless articles, speeches and legal briefs he has emerged as one of the most important of and coming political and legal theorists a graduate of hillsdale college at the university school of law he served for 15 years as a litigator at the pacific legal foundation before joining goldwater. he won important victories for economic liberty and the several states, some of which he will discuss today. he's the author of ",https://archive.org/details/CSPAN2_20161105_133000_The_Permission_Society,The Permission Society
46,False,False,2016-01-13 10:30:00,WTVJ,,"<b></b> <em>epa</em> <b>officials</b> <b>in</b> washington later today to talk about a solution for the emissions scandal we've talked so much about. on tuesday, the epa and california regulators rejected a recall proposal submitted by the car manufacturer last month. the epa saying, quote, volkswagen has not submitted an approvable recall to bring the vehicles in to compliance. the cheating emissions scandal involves more than a half million vehicles in the united states alone. >>> the top law enforcement officer in the country will be in boston today. talk about obama's plans to completely ramp the justice system. during the visit, attorney general loretta lynch will meet with programs that prepare prisoners for society and then she heads to harvard law school. >>> a new bill could block refugees from coming into florida. the bill isn't specific from which countries, instead it singles out immigrants who have been in close proximity to, quote, invaders or prospective invaedders who train for violent agents of war. the bill comes two months after governor scott closed for calling florida's borders to refugees",https://archive.org/details/WTVJ_20160113_103000_NBC_6_South_Florida_Today_at_530am,NBC 6 South Florida Today at 530am
47,False,False,2016-01-13 09:30:00,WTVJ,," about the florida woman found dead this italy. autopsy reveals that <b>she</b> <b>was</b> <em>strangled</em> <b>maybe</b> <b>even</b> with a rope. we told but 35-year-old ashley olsen earlier this week. she had lived in florence for about three years. her boyfriend found her nude with bruises and scratches on her neck. on monday olsen's father visited the apartment where she lived to lay down flowers. >>> the forecast on point still watching the temperatures fall into the upper 50s. a cool start to our morning. it will be a muchetter day because we don't have to fight off any rain. as you can see, live first alert doppler sweeping clear. no rain in sight. we'll gve the radar a break today, but as soon as tomorrow, some shower chances to talk about. let's see what is going on on the roads because it was such a headache yesterday. i don't have to tell kelly that. she knows. lot of you. this time away, dry roadways. and more sunshine. take your sunglasses. some clouds here. i think we'll have a canopy of cloud cover overhead leading to filtered sunshine, but it will be a nice cool start. we'll be dry. and then brighter",https://archive.org/details/WTVJ_20160113_093000_NBC_6_South_Florida_Today_at_430am,NBC 6 South Florida Today at 430am
48,False,False,2016-01-11 09:30:00,WOFL,," solution... to <b>the</b> <b>""<em>environmental</em></b> <em>protection</em> <em>agency</em>"" <b>on</b> <b>wednesday.</b> an investigation is underway-- after a man is hit and killed on the train tracks in downtown orlando! that story kicks off the morning rush. this happened on the tracks between colonial and concord. that's about 2 miles north of the amtrak station in orlando. orlando police say the train hit 26- year-old samuel perez around 2 o'clock yesterday afternoon. perez died at the scene. amtrak says perez was trespassing when he was on the tracks. the deadly crash delayed the train for about 3 hours-- there were almost 200 people on board. passengers we heard the tragic news. orlando police say amtrak is cooperating with the investigation. ties say the incident appears to be a suicide. in brevard county-- the search for high-tech. sending out drones above indian harbour beach to look for coyote dens. all this after a coyote was caught on a security camera snatching a pet-cat on new year's day. trappers say the drones will try to map the movements of coyotes in the area, to help wildlife officials re-locate them to a safer",https://archive.org/details/WOFL_20160111_093000_Good_Day__430,Good Day  430
49,True,False,2017-11-29 16:59:00,CSPAN,,"<b>.</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em> <b>has</b> <b>estimated</b> that there are more than 450,000 brownfields in the united states. . the brownsfield program has enjoyed broad bipartisan support and has been critical in converting these vacant cites into tax generating properties and eventually well-paying jobs for american citizens. of may 1, 2017, the program has assessed that 26,722 sites, d they've leveraged over 124,760 jobs. on average, mr. speaker, over $16 is leveraged for every e.j.: brownfields dollar spent -- every e.p.a. brownsfield dollar spent. states all over the country have benefited from this grant program. in my home state of wyoming, we put brownfield grants to use in cities like casper, cheyenne, sheridan, evans -- evanston, laramie and dubois. brownfield sights -- sites have been revitalized using these funds in places like the minute maid park in houston, texas, development in the neighborhoods around danville, illinois, and the grijalva park at santiago center in orange county, california. the brownfields program has been expired, mr. speaker, since 2006. and it's high ti",https://archive.org/details/CSPAN_20171129_165900_U.S._House_of_Representatives_11292017,U.S. House of Representatives 11292017
50,False,False,2016-03-17 21:00:00,WEWS,," failed! >> that wasn't even the most tense encounter as the michigan <b>governor</b> <b>and</b> <em>epa</em> <b>head</b> <b>took</b> the stand to testify about the flint water crisis, in washington. >>> plus, the prospect of a donald trump nomination has a lot of lawmakers pointing fingers over his rise to prominence. find out which senator was accused of being coward today. >>> and remember this right here? that sucker punch caught on today the deputies involved in taking down the victim finally face the consequences. >>> he asked people to pay for a prayer but forgot to mention those payments would be recurring. >>> we are back with air tracker 5, cleveland's official breaking news chopper. as we showed you moments ago we are live over the ohio turnpike where an accident is backing up traffic. this happened at mile-marker 166 in cuyahoga county. now traffic is causing a lot of frustrated drivers. >>> i've had about enough of your false contrition and your phony apologies. susan headman from the epa bears not 1/10th of the responsibility of the state of michigan and your administration, and she resigned, and there you",https://archive.org/details/WEWS_20160317_210000_Live_on_5,Live on 5
51,False,False,2016-01-22 17:00:00,KCRG,,"<b></b> <em>environmental</em> <em>protection</em> <em>agency</em> <b>official</b> <b>to</b> resign. regional administrator, susan hedman, will step down next month. hedman's announcement comes after governor rick snyder released several pages of emails. the documents show state officials initially tried to pass the blame onto city and county leaders. a proposed oil pipeline from north dakota to illinois will lead future meetings for the iowa utilities board. dakota access wants to build the bakken pipeline that would carry thousands of barrels of crude through iowa. about 40 including farmers and environmentalists, some people worry the utilities board has already made a decision. out of the process. it has ignored public comment, it has moved on someone else's timeline and not iowa's timeline. so, i think basically we want to send the message that we don't want this pipeline."""" "" ""we try not to participate in rallies antics that you can see. our members are proud professionals that try to o represent ourselves in a "" the other states have already approved the project. next month, the iowa utilities board will hold four meetings to di",https://archive.org/details/KCRG_20160122_170000_KCRG_TV9_News_at_11,KCRG TV9 News at 11
52,False,False,2017-01-09 23:00:00,LINKTV,," market, now proposed to enforce national labor laws. <b>at</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em>, <b>we're</b> <b>scott</b> pruitt, the attorney general from the houma who has sued the agency who is written letters on behalf of oil companies drafted by oil companies attacking epa regulations, never post to run the agency. you go on down the list and it is kind of in list. each one of these people by themselves would be an outrage in any other administration. at the totality of what we're seeing from m the trump administration has no president in american history. amy: what about price? what about the man who would be the had of the department of health and human services and the revelations this weekend about trading stocks? >> tom price is a member of congress come a nominated to run the department of health and human services. it turns out he has been an active trader and pharmaceutical stocks. thanks to recently passed law, members of commerce are required to disclose what they trade and when. we have seen his stock trades seem to correlate very closely with another member of congress, representat",https://archive.org/details/LINKTV_20170109_230000_Democracy_Now,Democracy Now
53,True,True,2017-04-28 04:00:00,SFGTV,Edwin M. Lee (D-Mayor of San Francisco),"<b></b> <em>environmental</em> <em>protection</em> <em>agency</em>. <b>certainly,</b> <b>under</b> threat now and at that time, of course, with the leadership of mr. mccloskey, we passed the federal endangered species act. i also want to add my acknowledgment to the supervisors that are here. i don't see hillary ronen as well supervisor fewer. hopefully there are others did any other supervisors? supervisor safai, thank you so much. d-11. you know, the different districts -here we go katie tang. there we go. hey, katie, good to see you. out late last night. okay. [laughing]. i want to say thank you to the board because i know in their heart and in their work every day they join me in making sure that the city not only does the right thing, but stays ahead and does the model and be as what debbie said, rehearsing the future together. you know, we are celebrating this year's earth day the time of pretty deep uncertainty in the country. it's kind of hard not to feel like san francisco and our values are under attack literally at every turn at the national level. but when i stood right here at the rotunda at city hall a few months ag",https://archive.org/details/SFGTV_20170428_040000_BOS_Budget_and_Finance_Committee_42717,BOS Budget and Finance Committee 42717
54,True,True,2017-03-08 07:00:00,FOXNEWSW,Fox News Contributor," wasting her time in getting things done, taking an ax to the <b>heart</b> <b>of</b> <em>regulatory</em> <b>--</b> <b>plus,</b> president trump offered planned parenthood a deal. they said, no thanks. telling us why they rejected his offer. and then a debate on the repercussions. repercussions. that is ♪ hey hon, we gotta go. c'mon. ♪ ♪ grandma! grandpa! lilly, look how tall you've grown. look! you brought it. thanks, mom. gave us the power to turn this enemy into an ally? microsoft and its partners are using smart traps to capture mosquitoes and sequence their dna to fight disease. there are over 100 million pieces of dna in every sample. with the microsoft cloud, we can analyze the data faster than ever before. if we can detect new viruses before they spread, we may someday prevent outbreaks before they begin. >> it defunded because of the abortion factor, because they say it is 3%. i don't know what percentage it is. but i would defunded because i am pro-life. >> shannon: that was then-candidate trump. president trump offered planned parenthood a deal, don't do abortions, keep your federal funding. they quickly refus",https://archive.org/details/FOXNEWSW_20170308_070000_The_First_100_Days,The First 100 Days
55,True,True,2016-10-10 20:30:00,CSPAN2,Paul Babeu (R-Arizona candidate),"<b></b> <b>has</b> <em>strangled</em> <b>our</b> <b>economy</b> and jobs. >> moderator: some will argue that the government has been pushed too far and we had an economic crisis? babeu: perfect example is right here in arizona and nationally on that point but fannie mae freddie mac. you can see all of these loans that are propped up by government and the housing crash and collapse take place who was a party? picking winners and losers. but here and arizona the epa that has caused in, in the name of trying to protect our environment, but they have done and we have talked about this comment to harm and destroy our environment. look at the forest service they say they try to protect our forests by 20 percent have been destroyed or burnt . and environmental the week cannot safely complement plumper and industry. o'halleran: by have cut taxes in my career on a consistent basis to improve conditions for working-class families. and all the while running a smile does -- a small business to make sure that paychecks go out to the workers and make sure we expand the business. i have a lot of experience in the private sector a",https://archive.org/details/CSPAN2_20161010_203000_Key_Capitol_Hill_Hearings,Key Capitol Hill Hearings
56,True,True,2016-06-08 14:00:00,CSPAN,Donald Trump," two bills later today. <b>one</b> <b>delaying</b> <em>e.p.a</em>. <b>rules</b> <b>on</b> ozone standards for eight years and changing how those pollution rules are to be created and another setting safety for oil and gas pipelines. live coverage of the house here on c-span. and transportation secretary anthony fox is on capitol hill this afternoon. he this be explaining the administration's plan for fixing today's highways and bridges. the senate commerce committee is considering a five-year re-authorization for the transportation department and various surface transportation programs. live coverage on c-span3 at :30 eastern. >> this is an amazing family story, if you think about it. cruelty, the empire has increased, there are great love affairs and it's a family where fathers kill their sons, where wives have their husbands overturned and murdered. this is a family unlike any other. >> sunday night on ""q&a,"" simon ebag discusses his book ""the romanovs 1613-1918."" >> all the girls and children basically were wearing their own bizarre bulletproof vests. not bulletproof vests but vests diamonds. he romanov hundreds and h",https://archive.org/details/CSPAN_20160608_140000_U.S._House_of_Representatives_Morning_Hour,U.S. House of Representatives Morning Hour
57,False,False,2017-01-25 01:01:00,CSPAN3,," you, they will tell <b>you</b> <b>the</b> <em>regulatory</em> <b>structure</b> <b>of</b> the government in america <b>today</b> <b>is</b> <em>strangling</em> <b>businesses.</b> <b>you'll</b> find that. everybody at this table can tell stories about government agencies coming in to small businesses and causing them a great deal of difficulty. we have an operation within the sba called the office of advocacy. they're supposed to be independent, they haven't been. they're supposed to stand up and complain loudly every time the federal government does something that affects small businesses. there is a process in place for them to actually formally do this. it has not worked very well. i'm hoping as we go forward that we are going to be able to make it work better. the poster child for that was the rule that was proposed regarding waters of the united states, the finding -- and so the office of advocacy rightly complained and said, look, this is a big problem especially for small businesses and especially small businesses in agricultural and others, too. the agency said, oh, no, we are making a finding this will not have a significant impact on businesses. ",https://archive.org/details/CSPAN3_20170125_010100_SBA_Administrator_Linda_McMahon_Testifies_at_Confirmation_Hearing,SBA Administrator Linda McMahon Testifies at Confirmation Hearing
58,False,False,2017-01-25 06:35:00,CSPAN3,," way back in other agencies that <b>do</b> <b>the</b> <em>regulatory</em> <b>things</b> <b>the</b> government does, have really risen to the top. in my state and in our dealings, the epa is way up there. after that, there's others that come in behind. you ask any businessman today, be it small or big, particularly small business, what's the biggest challenge you face today. invariably they won't say it's access to capital or taxes are too high, what have you, they will tell you the regulatory structure of the government in america today is strangling businesses. you'll find that. everybody at this table can tell stories about government agencies coming in to small businesses and causing them a great deal of difficulty. we have an operation within the sba called the office of advocacy. they're supposed to be independent, they haven't been. they're supposed to stand up and complain loudly every time the federal government does something that affects small businesses. there is a process in place for them to actually formally do this. it has not worked very well. i'm hoping as we go forward that we are going to be able to make",https://archive.org/details/CSPAN3_20170125_063500_SBA_Administrator_Linda_McMahon_Testifies_at_Confirmation_Hearing,SBA Administrator Linda McMahon Testifies at Confirmation Hearing
59,False,False,2016-02-02 17:00:00,WJW,," school until <b>the</b> <b>the</b> <em>epa</em> <b>gave</b> <b>the</b> all clear. >> we went down went down the street a same kind of calm calm ca only when ambulance and one police and one police cruiser in environments hull street wasla lit within 20 -- 30 minutes. >> at my house blows up, i lose everything again because he lost everything before, so we got the >> jim bahr departments, and stark county hazmat team,d state patrol and epa were there, the red cross was at the high school to offer food to the evacuees. >> lake county man remains on a 50,000-dollar bond accused of killingac two people in a drunk driving accident . they were hit saturday night along lost nation road andht willoughby, the driver ve blood alcohol level of nearly twice the legal limit .dho the condolences to the victims families including herr 20 -year-old daughter and her young son. >> know that we cannot take away the pain heartache and we want you to know that her family is >> so this gentleman, structure of her parents and young age at a young age and also her grandson of never knowing them. >> if convicted for vehicular homicide, he could ",https://archive.org/details/WJW_20160202_170000_Fox_8_News_at_Noon,Fox 8 News at Noon
60,False,False,2016-10-06 04:59:00,CSPAN,,"<b></b> <b>the</b> <em>epa</em> <em>regulatory</em> <b>environment</b> <b>and</b> just what i said is what i have been -- is a consistent story. mr. babeu: let me share a story. we talked to train conductors and engineers and i do not know if you know, but one third of them are on furlough. you can ask scott, the union president and they recollect that you told him that you do not trust the republicans to clean up the pollution in the environment and therefore you support the clean power plant. [speaking simultaneously] mr. o'halloran: you had gone there late. that is not what occurred. [speaking simultaneously] mr. babeu: almost everyone i am and that rumor democrats and they voted almost unanimously to endorse me. they gave me a $5,000 check and the reason why is we know you are going to fight for coal as an energy source. mr. o'halloran: every other unit that represents workers have endorsed me and i have -- mr. babeu: you cannot continue to say something in one group and go to a different group -- mr. o'halloran: you say who recollects? the bottom line -- mr. babeu: why would they endorse -- mr. o'halloran: most unions are go",https://archive.org/details/CSPAN_20161006_045900_Politics_and_Public_Policy_Today,Politics and Public Policy Today
61,False,False,2016-11-29 09:00:00,KWWL,," plans to get through <b>thanksgiving</b> <b>without</b> <em>strangling</em> <b>their</b> <b>relatives,</b> deere came out and reported a truly stug quarter. actually the most exciting thing that happened last week to me. the stock, which had already started running after the election along with the rest of the market, exploded higher, rallying from $92 to $102 in a single session, an 11% gain with shares setting a new all-time high. it was a blowout. and it's even more impressive when you consider the stocks of old-line large cap companies like deere rarely move that much in a day. what allowed deere to deliver such impressive results? are farmers suddenly in a much stronger position? is the company simply executing better, or are we maybe at the beginning of an upswing? let's dig deeper to find out because i want you to get the next ten-point gain in an old-line stock. first of all, deere blew away the expectations of virtually every single line item you can name. the company earned 90 cents a share. what was the street looking for? 40 cents. that's a colossal beat. their sales came in expected, even if they still dec",https://archive.org/details/KWWL_20161129_090000_Mad_Money,Mad Money
62,False,False,2016-10-30 23:30:00,CSPAN2,,"<b></b> <em>protection</em> <em>agency</em> <b>and</b> <b>u.s.</b> army core of engineers, starting and running a business, all of which tim sandefur covers in the new book. i will introduce each speakers before they speak starting with tim who will talk 20, 25 minutes from the book. we'll have comment from two other guests for 10 to 15 minutes each. a brief comment from tim before we open it up to q&a from you in the awe yens. for lunch upstairs in the george yeager conference center. tim sandefur is vice president of litigation at goldwater institute in phoenix arizona. as i write in the blurb for this new book, with this, his forth magnificent book, plus countless articles and speeches and legal briefs tim has emerged as one of america's most important up-and-coming political and legal theorists. a graduate of hillsdale college, and chapman university school of law, tim served for 15 years as a litigator at the pacific legal foundation before joining goldwater. at plf he won important victories for economic liberty in several states, some of which he will discuss today. he is the author of four books, cornerstone of lib",https://archive.org/details/CSPAN2_20161030_233000_The_Permission_Society,The Permission Society
63,False,False,2016-12-26 13:30:00,CSPAN2,,"<b></b> <em>environmental</em> <em>protection</em> <em>agency</em> <b>and</b> <b>the</b> u.s. army corps of engineers, resulting often in extremely huge expenses and lengthy delays. but it isn't the use of property alone that the modern permission society restricts. it is speech, starting and running a business and so much more. all of which tim sandefur covers in this important new book. our forum today will discuss this issue in some detail, both pro and con. i will introduce each of our speakers before he speaks, starting with tim, who will talk for about 20 to 25 minutes about the book. we'll then have comments from our two other guests for 10 to 15 minutes each. and then brief comment from tim before we open it up to the q&a from you in the audience and for lunch upstairs in the george m. yeager conference center. tim sandefur is vice president for litigation at the goldwater institute in phoenix, arizona. as i write in the blurb for this new book, with this, his fourth magnificent book plus countless articles, speeches and legal briefs, tim sandefur has emerged as one of america's most important up-and-coming political and legal",https://archive.org/details/CSPAN2_20161226_133000_The_Permission_Society,The Permission Society
64,False,False,2016-01-11 10:00:00,WOFL,," more harmful gas volkswagen will present its plans... to <b>the</b> <b>""<em>environmental</em></b> <em>protection</em> <em>agency</em>"" <b>on</b> <b>wednesday.</b> we are waking up to another bad trading day in china... meaning it could be another rocky week here in the u-s. china's benchmark fell just over 5 percent today. the faltering chinese economy... and decreasing value of its currency... has been shaking up american markets. wall street just had its worst week in four years. uber is slashing its prices in 100 cities across the nation. the ride-sharing company said-- they are offering discounts of up to 40 percent.... to boost business during the ""winter slump."" it's not clear yet if the discounts will apply to central florida. this post-holday season is one of the slowest periods of the year for uber. the miami dolphins have fired a new coach... and he's the youngest in the league. orlando sentinel sports columnist mike bianchi.. and host of ""open mike"" on the new f-m, ninety-six-nine, the game ... joins us live miami dolphins hire a new coach in adam gase, the youngest coach in the nfl. is he the right guy? nfl playoffs: is m",https://archive.org/details/WOFL_20160111_100000_Good_Day__5am,Good Day  5am
65,False,False,2017-04-23 01:00:00,KTVU,," proposed cuts <b>to</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em>. <b>there</b> <b>are</b> climate deniers, and the trump administration has used the word alternative facts. the people who marched today and gather add at the -- gathered at the civic center feel as though they're the true american patriots. scientists were treated like rock stars. in fact geo science rocks. catch the clever word play in the crowd. >> we are smart and we are strong. >> this is a crowd that supports the environment. medicine, scientific research, and facts. mary says she's a quiet person but needed to be here and made these brain hats for her family. >> i have a hard time vocalizing what my beliefs are, but this is a way i could do that quietly. >> we all want to leave a better world and life for our children. >> those speaking out to the massive crowd at justin herman plaza include the host of the popular show myth busters. >> it's entertaining because we're telling a story of science. science is a story about how the world works. we take the best data. we're raised to think it's facts. those facts don't mean anything unti",https://archive.org/details/KTVU_20170423_010000_KTVU_Fox_2_News_at_6pm,KTVU Fox 2 News at 6pm
66,False,False,2017-12-08 09:30:00,WTTG,,"<b></b> <em>protection</em> <em>agency</em> <b>and</b> <b>her</b> boyfriend at the time, josÉ rodriguez cruz he admitted to killing her, to strangling her in the basement of her home back in february and then he drove her body somewhere in this wooded area along 95. part of this plea deal, he was sentenced to 10 years in jail and agreed to lead police to her body and exactly where he buried pamela along 95 in stafford, virginia. again, later this morning close to 10 o'clock, many of you who live around here, who take 95 through stafford, you may see heightened police activity. you will see crews along the way. they're going to actually close a portion of the 95 express lanes in stafford near the garrisonville road. it's going to be closed for a few hours. we don't have an exact time line from police yet. police activity will not impact, however, your general purpose lanes of 95 in stafford or prince william but law enforcement from stafford and virginia, they're all involved in this search. they're hoping to solve this painful mystery and find her remains. earlier this week we spoke to pamela butler's brother derek butler",https://archive.org/details/WTTG_20171208_093000_Fox_5_Morning_News__430,Fox 5 Morning News  430
67,False,False,2016-08-05 22:00:00,WCBS,," a large cushion of protection. >> <b>reporter:</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em> <b>doing</b> <b>three</b> areas near the air national guard runways discovered low level contamination of the chemicals per floro octane acid and sulfonate, foam used by firefighters. >> it is used to fight certain kinds of fires and that's what's in the ground water. >> reporter: suffolk's health commissioner says they are being pro-active to preempt risks to pregnant women, those >> the water tested well. we still have a water purifier on there. >> reporter: the youngs were notified, took action but still fear linger. >> we have three children one with auto-immune diseases. >> reporter: the county and the state wants the military $2,000 each to move the families to public water supply. jennifer mclogan, cbs 2 news. within a week. until then, the bottled water will be provided for free. >>> we have a commuter alert to tell you about for drivers using the george washington bridge. the bayonne bridge and the holland tunnel, as well. lane closures scheduled starting this weekend for repairs. that's what they do in the",https://archive.org/details/WCBS_20160805_220000_CBS_2_News_at_6,CBS 2 News at 6
68,False,False,2016-10-11 05:38:00,CSPAN,," going to protect jobs. it <b>was</b> <b>this</b> <em>regulatory</em> <b>environment</b> <b>that</b> <b>the</b> <em>epa</em> <b>put</b> <b>forward</b> without talking to our local communities, without understanding the need of over school districts, without understand the long-term viability of the national energy plan and not as a country, whether it has been in the last decade or two decades, investing seriously in clean technology. we need to do those things. mr. o'halloran: you cannot have -- mr. babeu: you cannot have it both ways. you saidte we were in, publicly that you supported the epa's plan. mr. o'halloran: no -- [speaking simultaneously] mr. o'halloran: what i have been reporting across the people that represent the factories is that i am against the epa regulatory environment and just what i said is what i have been -- is a consistent story. mr. babeu: let me share a story. we were both in holbrook. we talked to train conductors and engineers and i don't know if you remember but one third of them were on furlough. i do not know if you know but one third of them are on furlough. you can ask scott, the union president and they recollect tha",https://archive.org/details/CSPAN_20161011_053800_Key_Capitol_Hill_Hearings,Key Capitol Hill Hearings
69,False,False,2016-01-11 12:00:00,KTVU,,"<b></b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em>. <b>volkswagen's</b> <b>ceo</b> will deliver the plans on wednesday. this will be the first time they'll present solutions after the big scandal last year. the automaker admitted to cheating on emissions tests. >>> general motors will go to court over the ignition switch controversy. jury selection begins today in new york. the civil trial is over a claim that a faulty switch prevents air bags from deploying. this is one of hundreds of claims. gm recalled 2.5 million vehicles over the issue since february 2014. >>> this year's consumer electronics show was all about technology, including the next generation of drones. many of them are looking to lower the prices and designs, and smaller models, some are going bigger. this year e hang unveiled an electronic drone that's big enough to fit a person inside of it. you could take that to work. >> that's true. >> and other themes were advances in smartphone gadgets like a 360-degree camera that captures every angle. [ indiscernible ] >> 3000 companies showcased their technology and the event gets bigger every year. >>>",https://archive.org/details/KTVU_20160111_120000_KTVU_Mornings_on_2_at_4am,KTVU Mornings on 2 at 4am
70,False,False,2017-11-21 20:00:00,DW,, european banking harbors the fact <b>that</b> <b>the</b> <em>e.p.a</em>. <b>will</b> <b>soon</b> be in paris shows you trucked in most of paris as an economic and financial hub the hope in this election was a blow to the german city of frankfurt which had been hoping to cash in on its reputation as a center of european banking. it's a pity that the banking authority isn't coming to frank for us of course people can see that germany is not on top right now as the french are just ahead but still will get the majority of the british banks that are currently still in london frankfurt is and forever will be europe's number one banking location and float on to just want for the most are in their finance plus the mines are all part. and the other city in celebration mode is amsterdam it won the right to host the european medicines authority. the and they currently employ some nine hundred people but estimates suggest that twenty percent of positions could because as a result of the move from london. u.k. banks and london based e.u. institutions. the twenty seven remaining member states are ready carving up the spoils of britain's de,https://archive.org/details/DW_20171121_200000_DW_News_-_News,DW News - News
71,False,False,2016-01-11 07:00:00,KOLO,," has admitted to cheating on tests but appears to be at impasse <b>with</b> <b>the</b> <em>environmental</em> <em>protection</em> <em>agency</em>. <b>ceo</b> <b>matthias</b> mueller says regaining customers' trust is vw's top priority. with the recent capture of el chapo.. mexican officials are now focusing on a 'secret meeting' between the drug kingpin and a famous hollywood actor. reid binion reports. nat pop days after drug kingpin joaquin ""el chapo"" guzman was captured by mexican officials -- following his 2nd escape from prison in july-- mexican authorities are now turning their interest to actor sean penn. mexican officials want to question penn over a reported secret meeting with the drug lord. rollingstone.com published an article written by penn.. featuring an interview done via video messaging with el chapo. q: how did you get involved in the drug business? a: well from the age of 15 and on, where i'm from which is the municipality of badiraguato, i was raised on a ranch called la tuna. in that area, and up until today, there are no job opportunities. according to the article, penn met guzman in person back in october .. and during the ",https://archive.org/details/KOLO_20160111_070000_KOLO_8_News_Now__11PM,KOLO 8 News Now  11PM
